id,name,type,organ,ontology_id
ASCTB-TEMP:transitional-primordial-ovarian-follicle,transitional primordial ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primordial-ovarian-follicle
CL:0000654$$6217,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6218,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000035,primary ovarian follicle,AS,ovary,UBERON:0000035
CL:0000654$$6219,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6220,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primary-ovarian-follicle,transitional primary ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primary-ovarian-follicle
CL:0000654$$6221,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6222,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000036,secondary ovarian follicle,AS,ovary,UBERON:0000036
CL:0000654$$6223,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6224,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:multilayer-ovarian-follicle,multilayer ovarian follicle,AS,ovary,ASCTB-TEMP:multilayer-ovarian-follicle
CL:0000654$$6225,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6226,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:early-antral-follicle,early antral follicle,AS,ovary,ASCTB-TEMP:early-antral-follicle
CL:4033067$$6227,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:pre-selection-antral-follicle,pre-selection antral follicle,AS,ovary,ASCTB-TEMP:pre-selection-antral-follicle
CL:4033067$$6228,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:selection-antral-follicle,selection antral follicle,AS,ovary,ASCTB-TEMP:selection-antral-follicle
CL:4033067$$6229,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:dominance-antral-follicle,dominance antral follicle,AS,ovary,ASCTB-TEMP:dominance-antral-follicle
CL:4033067$$6230,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003982,mature ovarian follicle,AS,ovary,UBERON:0003982
CL:4033067$$6231,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003981$$6232,primordial ovarian follicle,AS,ovary,UBERON:0003981
CL:0000654$$6233,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6234,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primordial-ovarian-follicle$$6235,transitional primordial ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primordial-ovarian-follicle
CL:0000654$$6236,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6237,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000035$$6238,primary ovarian follicle,AS,ovary,UBERON:0000035
CL:0000654$$6239,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6240,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primary-ovarian-follicle$$6241,transitional primary ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primary-ovarian-follicle
CL:0000654$$6242,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6243,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000036$$6244,secondary ovarian follicle,AS,ovary,UBERON:0000036
CL:0000654$$6245,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6246,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:multilayer-ovarian-follicle$$6247,multilayer ovarian follicle,AS,ovary,ASCTB-TEMP:multilayer-ovarian-follicle
CL:0000654$$6248,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6249,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:early-antral-follicle$$6250,early antral follicle,AS,ovary,ASCTB-TEMP:early-antral-follicle
CL:4033067$$6251,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:pre-selection-antral-follicle$$6252,pre-selection antral follicle,AS,ovary,ASCTB-TEMP:pre-selection-antral-follicle
CL:4033067$$6253,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:selection-antral-follicle$$6254,selection antral follicle,AS,ovary,ASCTB-TEMP:selection-antral-follicle
CL:4033067$$6255,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:dominance-antral-follicle$$6256,dominance antral follicle,AS,ovary,ASCTB-TEMP:dominance-antral-follicle
CL:4033067$$6257,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003982$$6258,mature ovarian follicle,AS,ovary,UBERON:0003982
CL:4033067$$6259,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003981$$6260,primordial ovarian follicle,AS,ovary,UBERON:0003981
CL:0000654$$6261,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6262,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primordial-ovarian-follicle$$6263,transitional primordial ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primordial-ovarian-follicle
CL:0000654$$6264,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6265,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000035$$6266,primary ovarian follicle,AS,ovary,UBERON:0000035
CL:0000654$$6267,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6268,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primary-ovarian-follicle$$6269,transitional primary ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primary-ovarian-follicle
CL:0000654$$6270,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6271,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000036$$6272,secondary ovarian follicle,AS,ovary,UBERON:0000036
CL:0000654$$6273,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6274,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:multilayer-ovarian-follicle$$6275,multilayer ovarian follicle,AS,ovary,ASCTB-TEMP:multilayer-ovarian-follicle
CL:0000654$$6276,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6277,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:early-antral-follicle$$6278,early antral follicle,AS,ovary,ASCTB-TEMP:early-antral-follicle
CL:4033067$$6279,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:pre-selection-antral-follicle$$6280,pre-selection antral follicle,AS,ovary,ASCTB-TEMP:pre-selection-antral-follicle
CL:4033067$$6281,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:selection-antral-follicle$$6282,selection antral follicle,AS,ovary,ASCTB-TEMP:selection-antral-follicle
CL:4033067$$6283,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:dominance-antral-follicle$$6284,dominance antral follicle,AS,ovary,ASCTB-TEMP:dominance-antral-follicle
CL:4033067$$6285,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003982$$6286,mature ovarian follicle,AS,ovary,UBERON:0003982
CL:4033067$$6287,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003981$$6288,primordial ovarian follicle,AS,ovary,UBERON:0003981
CL:0000654$$6289,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6290,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primordial-ovarian-follicle$$6291,transitional primordial ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primordial-ovarian-follicle
CL:0000654$$6292,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6293,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000035$$6294,primary ovarian follicle,AS,ovary,UBERON:0000035
CL:0000654$$6295,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6296,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primary-ovarian-follicle$$6297,transitional primary ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primary-ovarian-follicle
CL:0000654$$6298,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6299,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000036$$6300,secondary ovarian follicle,AS,ovary,UBERON:0000036
CL:0000654$$6301,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6302,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:multilayer-ovarian-follicle$$6303,multilayer ovarian follicle,AS,ovary,ASCTB-TEMP:multilayer-ovarian-follicle
CL:0000654$$6304,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6305,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:early-antral-follicle$$6306,early antral follicle,AS,ovary,ASCTB-TEMP:early-antral-follicle
CL:4033067$$6307,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:pre-selection-antral-follicle$$6308,pre-selection antral follicle,AS,ovary,ASCTB-TEMP:pre-selection-antral-follicle
CL:4033067$$6309,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:selection-antral-follicle$$6310,selection antral follicle,AS,ovary,ASCTB-TEMP:selection-antral-follicle
CL:4033067$$6311,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:dominance-antral-follicle$$6312,dominance antral follicle,AS,ovary,ASCTB-TEMP:dominance-antral-follicle
CL:4033067$$6313,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003982$$6314,mature ovarian follicle,AS,ovary,UBERON:0003982
CL:4033067$$6315,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003981$$6316,primordial ovarian follicle,AS,ovary,UBERON:0003981
CL:0000654$$6317,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6318,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primordial-ovarian-follicle$$6319,transitional primordial ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primordial-ovarian-follicle
CL:0000654$$6320,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6321,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000035$$6322,primary ovarian follicle,AS,ovary,UBERON:0000035
CL:0000654$$6323,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6324,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primary-ovarian-follicle$$6325,transitional primary ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primary-ovarian-follicle
CL:0000654$$6326,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6327,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000036$$6328,secondary ovarian follicle,AS,ovary,UBERON:0000036
CL:0000654$$6329,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6330,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:multilayer-ovarian-follicle$$6331,multilayer ovarian follicle,AS,ovary,ASCTB-TEMP:multilayer-ovarian-follicle
CL:0000654$$6332,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6333,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:early-antral-follicle$$6334,early antral follicle,AS,ovary,ASCTB-TEMP:early-antral-follicle
CL:4033067$$6335,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:pre-selection-antral-follicle$$6336,pre-selection antral follicle,AS,ovary,ASCTB-TEMP:pre-selection-antral-follicle
CL:4033067$$6337,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:selection-antral-follicle$$6338,selection antral follicle,AS,ovary,ASCTB-TEMP:selection-antral-follicle
CL:4033067$$6339,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:dominance-antral-follicle$$6340,dominance antral follicle,AS,ovary,ASCTB-TEMP:dominance-antral-follicle
CL:4033067$$6341,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003982$$6342,mature ovarian follicle,AS,ovary,UBERON:0003982
CL:4033067$$6343,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003981$$6344,primordial ovarian follicle,AS,ovary,UBERON:0003981
CL:0000654$$6345,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6346,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primordial-ovarian-follicle$$6347,transitional primordial ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primordial-ovarian-follicle
CL:0000654$$6348,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6349,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000035$$6350,primary ovarian follicle,AS,ovary,UBERON:0000035
CL:0000654$$6351,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6352,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primary-ovarian-follicle$$6353,transitional primary ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primary-ovarian-follicle
CL:0000654$$6354,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6355,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000036$$6356,secondary ovarian follicle,AS,ovary,UBERON:0000036
CL:0000654$$6357,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6358,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:multilayer-ovarian-follicle$$6359,multilayer ovarian follicle,AS,ovary,ASCTB-TEMP:multilayer-ovarian-follicle
CL:0000654$$6360,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6361,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:early-antral-follicle$$6362,early antral follicle,AS,ovary,ASCTB-TEMP:early-antral-follicle
CL:4033067$$6363,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:pre-selection-antral-follicle$$6364,pre-selection antral follicle,AS,ovary,ASCTB-TEMP:pre-selection-antral-follicle
CL:4033067$$6365,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:selection-antral-follicle$$6366,selection antral follicle,AS,ovary,ASCTB-TEMP:selection-antral-follicle
CL:4033067$$6367,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:dominance-antral-follicle$$6368,dominance antral follicle,AS,ovary,ASCTB-TEMP:dominance-antral-follicle
CL:4033067$$6369,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003982$$6370,mature ovarian follicle,AS,ovary,UBERON:0003982
CL:4033067$$6371,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003981$$6372,primordial ovarian follicle,AS,ovary,UBERON:0003981
CL:0000654$$6373,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6374,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primordial-ovarian-follicle$$6375,transitional primordial ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primordial-ovarian-follicle
CL:0000654$$6376,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6377,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000035$$6378,primary ovarian follicle,AS,ovary,UBERON:0000035
CL:0000654$$6379,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6380,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primary-ovarian-follicle$$6381,transitional primary ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primary-ovarian-follicle
CL:0000654$$6382,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6383,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000036$$6384,secondary ovarian follicle,AS,ovary,UBERON:0000036
CL:0000654$$6385,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6386,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:multilayer-ovarian-follicle$$6387,multilayer ovarian follicle,AS,ovary,ASCTB-TEMP:multilayer-ovarian-follicle
CL:0000654$$6388,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6389,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:early-antral-follicle$$6390,early antral follicle,AS,ovary,ASCTB-TEMP:early-antral-follicle
CL:4033067$$6391,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:pre-selection-antral-follicle$$6392,pre-selection antral follicle,AS,ovary,ASCTB-TEMP:pre-selection-antral-follicle
CL:4033067$$6393,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:selection-antral-follicle$$6394,selection antral follicle,AS,ovary,ASCTB-TEMP:selection-antral-follicle
CL:4033067$$6395,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:dominance-antral-follicle$$6396,dominance antral follicle,AS,ovary,ASCTB-TEMP:dominance-antral-follicle
CL:4033067$$6397,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003982$$6398,mature ovarian follicle,AS,ovary,UBERON:0003982
CL:4033067$$6399,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003981$$6400,primordial ovarian follicle,AS,ovary,UBERON:0003981
CL:0000654$$6401,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6402,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primordial-ovarian-follicle$$6403,transitional primordial ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primordial-ovarian-follicle
CL:0000654$$6404,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6405,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000035$$6406,primary ovarian follicle,AS,ovary,UBERON:0000035
CL:0000654$$6407,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6408,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primary-ovarian-follicle$$6409,transitional primary ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primary-ovarian-follicle
CL:0000654$$6410,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6411,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000036$$6412,secondary ovarian follicle,AS,ovary,UBERON:0000036
CL:0000654$$6413,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6414,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:multilayer-ovarian-follicle$$6415,multilayer ovarian follicle,AS,ovary,ASCTB-TEMP:multilayer-ovarian-follicle
CL:0000654$$6416,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6417,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:early-antral-follicle$$6418,early antral follicle,AS,ovary,ASCTB-TEMP:early-antral-follicle
CL:4033067$$6419,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:pre-selection-antral-follicle$$6420,pre-selection antral follicle,AS,ovary,ASCTB-TEMP:pre-selection-antral-follicle
CL:4033067$$6421,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:selection-antral-follicle$$6422,selection antral follicle,AS,ovary,ASCTB-TEMP:selection-antral-follicle
CL:4033067$$6423,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:dominance-antral-follicle$$6424,dominance antral follicle,AS,ovary,ASCTB-TEMP:dominance-antral-follicle
CL:4033067$$6425,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003982$$6426,mature ovarian follicle,AS,ovary,UBERON:0003982
CL:4033067$$6427,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003981$$6428,primordial ovarian follicle,AS,ovary,UBERON:0003981
CL:0000654$$6429,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6430,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primordial-ovarian-follicle$$6431,transitional primordial ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primordial-ovarian-follicle
CL:0000654$$6432,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6433,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000035$$6434,primary ovarian follicle,AS,ovary,UBERON:0000035
CL:0000654$$6435,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6436,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primary-ovarian-follicle$$6437,transitional primary ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primary-ovarian-follicle
CL:0000654$$6438,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6439,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000036$$6440,secondary ovarian follicle,AS,ovary,UBERON:0000036
CL:0000654$$6441,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6442,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:multilayer-ovarian-follicle$$6443,multilayer ovarian follicle,AS,ovary,ASCTB-TEMP:multilayer-ovarian-follicle
CL:0000654$$6444,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6445,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:early-antral-follicle$$6446,early antral follicle,AS,ovary,ASCTB-TEMP:early-antral-follicle
CL:4033067$$6447,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:pre-selection-antral-follicle$$6448,pre-selection antral follicle,AS,ovary,ASCTB-TEMP:pre-selection-antral-follicle
CL:4033067$$6449,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:selection-antral-follicle$$6450,selection antral follicle,AS,ovary,ASCTB-TEMP:selection-antral-follicle
CL:4033067$$6451,mural granulosa cell,CT,ovary,CL:4033067
ASCTB-TEMP:dominance-antral-follicle$$6452,dominance antral follicle,AS,ovary,ASCTB-TEMP:dominance-antral-follicle
CL:4033067$$6453,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003982$$6454,mature ovarian follicle,AS,ovary,UBERON:0003982
CL:4033067$$6455,mural granulosa cell,CT,ovary,CL:4033067
UBERON:0003981$$6456,primordial ovarian follicle,AS,ovary,UBERON:0003981
CL:0000654$$6457,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6458,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primordial-ovarian-follicle$$6459,transitional primordial ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primordial-ovarian-follicle
CL:0000654$$6460,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6461,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
UBERON:0000035$$6462,primary ovarian follicle,AS,ovary,UBERON:0000035
CL:0000654$$6463,primary oocyte,CT,ovary,CL:0000654
ASCTB-TEMP:pre-antral-follicle-granulosa-cell$$6464,pre-antral follicle granulosa cell,CT,ovary,ASCTB-TEMP:pre-antral-follicle-granulosa-cell
ASCTB-TEMP:transitional-primary-ovarian-follicle$$6465,transitional primary ovarian follicle,AS,ovary,ASCTB-TEMP:transitional-primary-ovarian-follicle
